Title,Review
Great Origin Story,"I have waited this movie since Todd Phillip's announcement of this movie. Great Story, Great Acting, Great Score. JOKER deserve an Oscar Nomination. Joaquin Phoenix deserve An Oscar for his performance.6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
OSCARS PLEASE!!,"I went to the greatest movies I have ever seen in my 54 year life. Joker is not a villain. I gave it 10 stars, to the Oscar people it deserves at least 10 of those.
Phoenix will receive an Oscar for sure.6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
Breath taking,One in a lifetime movie! The plot will have you on the edge of your seat. Joaquin Phoenix deserve an Oscar for his role as the joker. Todd Phillips could have not wrote or directed a better script .6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink
The most satasfying,Not a single point in this movie will dissapoint anyone . As we know that joker in dark knight has set huge mark on peoples heart . This movie had not let its progress down . The most satasfying movie and really good thinking from director about how jokers life will be in his days . Brillant work6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink
BEST MOVIE IN 2019 SO FAR.,"First of all, dont expects that you will get an action movie cause this film isn't an action movie. The experience this movie will give is unpredictable, the music, the cinematography, the character development, the storytelling, all of of this things looks solid. This movie deserve oscar. 10/106 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece,"Best Movie Ever Made. The Acting, The Direction, The feels.
This is DC.6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
Best film 2019,My favourite film of 2019. Beautiful acting from Phoenix and something i'll be thinking about for days!6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink
I cried...i even felt empathy at one point..,"I cant even start with this... Its simply a remarkable work...one that i feel so thankful with lífe to be able to experience...
Joaquín Is something out of this World.. i dont know what the critics are smoking with their nonsensical reviews..6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
Perfect,"Best Joker ever! He deserves an Oscar!
I will come back in cinema to see this movie again and again6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
One of The best Drama Movies of all time,"Masterpiece... , The acting is brilliant , the story is enjoyable , The Movie is just One of the best Movies Ever Made6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
PURE ART!,"The story is immerse and is filled with emotions. Joaquin Pheonix completely sweeps you into joker's sufferings, rage, grief with his incredible performance. The movie forces you to think about living life from emotionally troubled person's perspective. It's a must watch movie. And the ending is one of the greats.6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
Mesmerising breathtaking jaw droppingly brilliant,"Someone pass me an adjective. Listen to no haters or outragers. Go see it right now!!!! Thank you for making this masterpiece. I hope everyone involved in making this film is proud. They deserve all praise. Just WOW. I spent half the movie with my jaw dropped literally. My faith in good cinema is returning. Knock Knock, I want more6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
A masterpiece & brand new look at DC World.,"A real masterpiece. I have been waiting for this movie since Joaquin Phoenix's laughing trailer came out, and i am more than happy to see well worth the wait. Phoenix's performance is hard to forget and we are lucky to see this performance with a great script on the big screen.We watched Batman saving Gotham and sad background of Bruce Wayne's life million times. This film shows and asks a simple question; what if Gotham deserves Joker more than Batman?Lastly; Joaquin Phoenix should win Oscar after this. I don't think any other option would be fair.6 out of 10 found this helpful.Was this review helpful?Sign into vote.Permalink"
